HSCode,Description,Unit,Quantity,Imports_Value,Imports_Revenue
23064100,Oil-cake of low erucic acid rape or colza  seeds,Kg,1018915,35970,3239
23069000,"Til Ko Pina, Oil cake",Kg,449985,14519,1307
23091000,"Dog or cat food, put up for retail sale",Kg,68886,16085,5896
23099000,"Other preparations of a kind used in anima l feeding, nes",Kg,1873071,312105,26662
24012000,"Tobacco, partly or wholly stemmed/stripped",Kg,616900,304868,195727
24013000,Tobacco refuse,Kg,18200,918,2990
24022021,Cigrettee with filter upto 70MM .,STK,400,1,3
24039930,"Cut tobacco,dust tobacco not for retail sal",Kg,118479,27704,90565
24039991,Hukkah Flavour,Kg,1188,1223,3110
24039999,"Tobacco extract and essences, Other manufactured tobacco and tobacco substitutes",Kg,6082,1580,4836
25010010,Industrial salt(non-edible),Kg,2220960,22590,4198
25010020,Black Salt [Sindhe Bire Kalo Noon ],Kg,125767,2496,325
25010090,Other salt,Kg,40821400,374201,2
25030000,"Sulphur of all kinds (excl. sublimed, precipitated and colloidal sulphur)",Kg,61000,3955,961
25041000,Natural graphite in powder or in flakes,Kg,772,151,28
25049000,Other natural graphite (excl. in powder or in flakes),Kg,510,86,16
25051000,Silica sands and quartz sands,Kg,3780,470,114
25059000,"Other natural sands, (excl metal-bearing  s nds of chapter 26), nes",Kg,475,39,9
25061000,Quartz,Kg,329772,3563,824
25062000,Quartzite,Kg,178310,1394,293
25070000,"Kaolin and other kaolinic clays, whether or not calcined",Kg,949740,19609,4179
25081000,Bentonite,Kg,379550,4509,842
25083000,Fire-clay,Kg,11055,132,25
25084000,"Other clays, nes",Kg,105328,2269,423
25085000,"Andalusite, kyanite and sillimanite",Kg,119500,3706,691
25087000,Chamotte or dinas earths,Kg,30000,140,26
25090000,Chalk,Kg,143330,1554,365
25111000,Natural barium sulphate (barytes),Kg,1000,57,11
25120000,"Siliceous fossil meals(kieselguhr,tripolite,etc);&similar siliceous earths appare",Kg,4265,794,148
25132000,"Emery, natural corundum, natural garnet and other natural abrasives",Kg,1014,120,29
25151100,Marble and travertine crude or roughly trimmed,MTQ,62,8327,1498
25151200,Marble and travertine merely cut into bloc ks or slabs of a rectangular shape.,Kg,2571496,60686,31451
25152000,Ecaussine and other calcarcous monumental or  building stone; alabaster,MTQ,3,34,19
25161100,"Granite, crude or roughly trimmed",MTQ,560778,25199,6125
25161200,"Granite, merely cut into blocks or slabs o a rectangular shape.",Kg,971315,18531,10519
25162010,Crude or roughly trimmed sand stones of le  s than 25 inches in size.,MTQ,57300,996,544
25162020,Crude or roughly trimmed sand stone of gre  ter than 25 inches in size,MTQ,35031,1024,573
25171010,"Pebbles, gravels, broken or crushed stones  not exceeding 2 inches, gor road cons",MTQ,1206,83,22
25171030,Crude sand stone used for road constructio,MTQ,5150,47,11
25172020,Crude or roughly trimmed sand stone upto 2   inches in size,MTQ,15,354,86
25174100,"Marble granules, chippings and powder  .",MTQ,3328,2287,1063
25174919,Other Stone Powder,MTQ,1,6,3
25174999,Other - Granules chippings and powder othe   than stone powder (excl marble).,MTQ,110,6,3
25181000,Dolomite not calcined or sintered,Kg,2908750,21008,4651
25199000,Magnesia and other magnesium oxide,MTQ,201,86,21
25201000,Gypsum; anhydrite,Kg,47579446,335031,62471
25202000,Plasters,Kg,556517,6595,1603
25210000,Limestone flux; limestone and other calcar eous stone,Kg,33231,372,14
25221000,Quicklime .,Kg,519175,7664,1865
25223000,Hydraulic lime,Kg,67284,1777,431
25232100,White portland cement,Kg,1131120,24282,11375
25232900,Portland cement (excl white)  .,TNE,41152,14181,23
25239000,"Other hydraulic cements, etc  .",Kg,3000,641,302
25252000,Mica powder,Kg,11322,1545,361
25253000,Mica waste,Kg,55,1,0
25261000,"Natural steatite, talc, not crushed or pow dered.",Kg,130710,625,152
25262000,"Natural steatite, talc, crushed or powdere d.",Kg,1079165,18570,4040
25291000,Feldspar,Kg,2559100,22433,4625
25292100,Fluorspar containing by weight <=97% of ca  cium fluoride,Kg,2000,150,36
25301000,"Vermiculite, perlite and chlorites (unexpa  ded)",Kg,57100,523,127
25309000,"Other mineral substances, nes",Kg,2114885,28170,6511
26011100,Non-agglomerated iron ores and concentrate,Kg,16140650,74942,9748
26020000,"Manganese ores and concentrates,(incl fer r ginous), with a manganese content of",Kg,250,8,2
26060000,Aluminium ores and concentrates,Kg,6521475,25486,3315
26180000,Granulated slag (slag sand) from the manuf  cture of iron or steel,TNE,12011,48946,19977
26209900,Other ash or residues containing metal nes,Kg,54690,254,47
26219000,"Other slag and ash, including seaweed ash   Kelp)",TNE,63495,159468,91228
27011100,"Anthracite, not agglomerated  .",Kg,300,8,1
27011200,"Bituminous coal, not agglomerated",Kg,5103485,152340,27984
27011900,"Other coal, not agglomerated, nes",Kg,64586116,1639246,303340
27012000,"Briquettes, ovoids and similar solid fuels  manufactured from coal",Kg,96,73,13
27040000,"Coke and semi-coke of coal, of lignite or   f peat; retort carbon",Kg,5037420,114557,21319
27075000,Aromatic hydrocarbon mixtures which >=65%   istils at 250c,Kg,70,12,2
27079100,Creosote oils  .,Kg,1000,127,24
27079900,Other oils and oil products of distillatio   of high temp coal tar nes,Kg,41850,4188,769
27101210,Petrol,KL,54704,6385953,3253352
27101910,Kerosene,KL,540,79485,6481
27101920,ATF,KL,10181,1344272,198919
27101930,Diesel,KL,65186,8980902,2924066
27101950,Feul Oil (Furnace Oil)  [KL],LTR,4469497,393127,73317
27101960,Base Oil (Use for making mobile) .,LTR,280735,46553,14634
27101970,Jute batching oil or Textile Oil  [KL],LTR,43912,8046,805
27101980,Lubricating Oil,LTR,1238741,348250,159067
27101991,Spindle Oil,Kg,115,7,2
27101992,Transformer Oil,LTR,314109,39100,11571
27101993,Meneral Turpentine Oil,LTR,97469,16659,4957
27101994,Rubber Processing Oil .,LTR,7186,1134,404
27101995,White Oil,LTR,220,44,13
27101996,Liquid paraffin oil,LTR,598,111,52
27101999,Other petroleum Oil,LTR,14084,6195,2906
27109900,Other waste oils  .,Kg,138,215,101
27111390,"Butanes, liquefied",Kg,525,138,41
27111400,"Ethylene, propylene, butylene and butadien  , liquefied.",Kg,54,109,33
27111910,Liquidified Petrolium Gas (LPG),Kg,41487320,5278001,984366
27121000,Petroleum jelly,Kg,385,116,14
27122000,"Paraffin wax, containing <075% oil",Kg,81932,15602,3086
27129000,"Other paraffin wax and similar products , n s",Kg,18762,3548,720
27131100,"Petroleum coke, not calcined  .",Kg,1646260,62348,8512
27131200,Calcined petroleum coke,Kg,139320,15783,2944
27132000,Petroleum bitumen,Kg,1196516,93969,27257
27139000,Other residues of petroleum oils or of oil   obtained from bituminous mineral,Kg,390,66,20
27149000,Bitumen and asphalt; natural asphaltites a  d asphaltic rocks,Kg,10,5,1
27150000,"Bituminous mixtures based on natural aspha  t, bitumen(eg cut-backs).",Kg,512,718,210
28011000,Chlorine,Kg,40550,914,169
28012000,Iodine,Kg,1,1,0
28013000,Fluorine; bromine,Kg,4,3,1
28020000,"Sulphur, sublimed or precipitated; colloid  l sulphur",Kg,400,135,19
28030000,"Carbon (carbon blacks and other forms of c  rbon, nes)",Kg,83139,9504,1655
28042100,Argon  .,MTQ,141,184,45
28042900,Rare gases (excl argon),MTQ,245,6454,1536
28043000,Nitrogen,MTQ,15,17,4
28044010,Oxygen,MTQ,187246,8769,440
28044090,Oxygen,MTQ,643,615,31
28046100,Silicon containing by weight >=9999% sili c n,Kg,98,1242,295
28046900,Silicon containing by weight <9999% silic o,Kg,250,117,29
28051100,Sodium,Kg,9,14,3
28054000,Mercury,Kg,0,8,2
28061000,Hydrogen chloride (hydrochloric acid),Kg,791988,2844,854
28070000,Sulphuric acid; oleum,Kg,195790,5188,1395
28080000,Nitric acid; sulphonitric acids,Kg,4950,581,138
28092000,Phosphoric acid and polyphosphoric acids  .,Kg,37308,11612,2603
28100000,Oxides of boron; boric acids  .,Kg,6733,1473,296
28111900,"Other inorganic acids, nes",Kg,2600,308,92
28112190,Carbon dioxide,Kg,408760,6489,1863
28112200,Silicon dioxide,Kg,408240,16825,3818
28112900,"Other inorganic oxygen compounds of non-me  als, nes",Kg,90007,3256,975
28129000,"Halides and halide oxides of non-metals, n  s",Kg,50,152,37
28141010,Anhydrous ammonia for refrigerant,Kg,9310,1344,327
28141090,Anhydrous ammonia,Kg,10000,1332,264
28142000,Ammonia in aqueous solution,Kg,26750,1224,298
28151100,"Sodium hydroxide (caustic soda), solid",Kg,574537,54210,9998
28151200,Sodium hydroxide in aqueous solution (soda  lye or liquid soda).,Kg,488,61,11
28152000,Potassium hydroxide (caustic potash)  .,Kg,4456,963,164
28161000,Hydroxide and peroxide of magnesium,Kg,5000,2374,24
28164000,"Oxides,hydroxides and peroxides, of stront  um or barium",Kg,5,2,1
28170000,Zinc oxide; zinc peroxide,Kg,9883,3294,612
28191000,Chromium trioxide,Kg,825,464,113
28201000,Manganese dioxide,Kg,53,8,2
28211000,Iron oxides and hydroxides,Kg,72820,4178,917
28212000,Earth colours containing >=70% iron(iii)ox  de,Kg,290,8,2
28230000,Titanium oxides,Kg,7970,3903,1009
28241000,"Lead monoxide (litharge, massicot)",Kg,10000,3059,562
28249000,"Lead oxides, nes  .",Kg,20175,6029,1124
28251000,Hydrazine and hydroxylamine and their inor  anic salts,Kg,1990,797,194
28252000,Lithium oxide and hydroxide,Kg,500,5382,1065
28258000,Antimony oxides,Kg,20,60,15
28259000,"Other inorganic bases; other metal oxides,  hydroxides and peroxides, nes",Kg,3101,453,110
28261900,"Fluorides, nes",Kg,10,13,3
28271000,Ammonium chloride,Kg,10807,362,88
28272000,Calcium chloride  .,Kg,16394,1387,337
28273200,Aluminium chloride,Kg,2000,134,32
28273900,"Chlorides, nes",Kg,23047,15153,549
28274900,Chloride oxides and chloride hydroxides (e  cl of copper),Kg,260,38,9
28276000,Iodides and iodide oxides,Kg,261,979,14
28281000,Commercial calcium hypochlorite and other   alcium hypochlorites,Kg,175710,5503,1342
28289000,Hypochlorites (excl of calcium) and chlor i es; hypobromites,Kg,30670,969,290
28291900,Chlorates (excl of sodium),Kg,92,206,50
28299000,Perchlorates; bromates and perbromates; io  ates and periodates.,Kg,100,730,7
28301000,Sodium sulphides  .,Kg,20500,2078,505
28309000,Other sulphides and polysulphides,Kg,14,6,1
28311000,Dithionites and sulphoxylates of sodium,Kg,9300,2727,663
28321000,Sodium sulphites  .,Kg,101634,3300,794
28322000,Sulphites (excl sodium),Kg,1,0,0
28323000,Thiosulphates  .,Kg,2541,200,47
28331100,Disodium sulphate,Kg,320,47,14
28331900,Sodium sulphates (excl disodium sulphate) .,Kg,13,1,0
28332100,Sulphates of magnesium,Kg,84919,2309,668
28332500,Sulphates of copper,Kg,4279,1391,337
28332700,Sulphates of barium,Kg,1,1,0
28332900,"Other sulphates, nes  .",Kg,28723,3992,563
28333000,Alums  .,Kg,14800,294,69
28341000,Nitrites,Kg,25,13,3
28342900,"Nitrates of barium; of beryllium; of cadmi  m; of cobaltetc, nes",Kg,8,5,1
28352200,Phosphates of mono or disodium,Kg,33550,3466,59
28352400,Phosphates of potassium,Kg,1000,460,112
28352500,Calcium hydrogenorthophosphate (dicalcium   hosphate),Kg,614950,58944,1000
28352600,"Phosphates of calcium, nes",Kg,1400,560,66
28352900,Phosphates (excl polyphosphates)  .,Kg,3552,771,187
28353100,Sodium triphosphate (sodium tripolyphospha  es).,Kg,3000,589,116
28353900,"Polyphosphates, nes",Kg,2049,723,176
28362000,Disodium carbonate,Kg,877636,57068,10541
28363000,Sodium hydrogencarbonate (sodium bicarbona  e),Kg,164373,10832,382
28364000,Potassium carbonates  .,Kg,25,14,3
28365000,Calcium carbonate,Kg,1231826,27687,5037
28366000,Barium carbonate  .,Kg,3,1,0
28369900,Other carbonates; peroxocarbonates,Kg,234739,14095,2640
28371100,Cyanides and cyanide oxides of sodium,Kg,290,48,12
28372000,Complex cyanides  .,Kg,6,9,2
28391100,Sodium metasilicates  .,Kg,62000,2346,657
28391900,Silicates of sodium (excl metasilicates)  .,Kg,504605,24458,5346
28399000,Other silicates (excl of sodium and potas s um).,Kg,181,106,32
28401100,Anhydrous disodium tetraborate (refined bo  ax).,Kg,50,8,2
28401900,"Disodium tetraborate, not anhydrous",Kg,8014,819,199
28402000,"Other borates, nes",Kg,11,1,0
28413000,Sodium dichromate,Kg,1000,324,79
28415000,"Other chromates and dichromates, nes; pero  ochromates",Kg,24,29,7
28416100,Potassium permanganate,Kg,5,4,1
28416900,"Manganites, manganates and permanganates (  xcl potassium permanganate)",Kg,1000,385,94
28417000,Molybdates,Kg,35,146,35
28421000,"Double or complex silicates, incl alumino s licates wheather or not chemically de",Kg,48000,5488,1086
28429000,Other salts of inorganic acids or peroxoac  ds (excl azides),Kg,7351,2652,62
28432900,Silver compounds (excl silver nitrate),Kg,2000,709,172
28439000,"Other compounds, nes, and amalgams of prec  ous metals",Kg,8,12,3
28444300,"Other radioactive elements and isotopes and compounds; other alloys, dispersions (inc",Kg,0,1494,364
28444400,Radioactive residues,Kg,127,1702,414
28459000,"Other isotopes and their inorganic or orga  ic compounds, nes",Kg,43125,760,185
28470000,Hydrogen peroxide,Kg,40190,3312,755
28491000,Carbides of calcium,Kg,22559,2466,599
28492000,Carbides of silicon,Kg,350,142,35
28539000,Other,Kg,562,131,62
29011011,"Butane (R-600) and ISO Butane (R-600A Used in refrigerant having purity, 95% or more",Kg,48419,8488,1677
29022000,Benzene,LTR,1,0,0
29023000,Toluene,LTR,71587,12758,2904
29024200,m-xylene,LTR,1000,358,4
29024400,Mixed xylene isomers  .,LTR,9315,1419,345
29025000,Styrene,Kg,1740,414,101
29029000,"Other cyclic hydrocarbons, nes",Kg,5508,1165,274
29031200,Dichloromethane (methylene chloride)  .,Kg,4380,920,9
29031300,Chloroform (trichloromethane),Kg,290,28,7
29032200,Trichloroethylene,Kg,3,9,2
29032300,Tetrachloroethylene (perchloroethylene),Kg,900,490,116
29032900,"Unsaturated chlorinated derivatives of acy  lic hydrocarbons , nes",Kg,28,44,3
29034100,Trifluoromethane (HFC-23),Kg,100,562,137
29034500,"1,1,1,2-Tetrafluoroethane (HFC-134a) and 1,1,2,2-tetrafluoroethane (HFC-134)",Kg,2165,2198,474
29037700,"Other, perhalogenated only with fluorine an  chlorine",Kg,183,233,57
29039900,Other aromatic hydrocarbons,Kg,50,46,11
29041000,"Hydrocarbon derivatives containing only su lpho groups, their salts & ethylesters.",Kg,91,46,11
29042000,Hydrocarbon derivatives containing only ni tro/nitroso groups,Kg,10,2,1
29051100,Methanol (methyl alcohol),LTR,423498,23703,5322
29051200,Propan-1-ol (propyl alcohol) and propan-2- ol (isopropyl alcohol),Kg,30958,6974,819
29051300,Butan-1-ol (n-butyl alcohol) .,Kg,13847,3089,650
29051400,"Other butanols, nes",Kg,12,106,3
29051600,Octanol (octyl alcohol) and isomers thereo f.,Kg,7480,1859,452
29051700,"Dodecan-1-ol, hexadecan-1-ol and octadecan -1-ol.",Kg,870,334,45
29053100,Ethylene glycol (ethanediol) .,Kg,12620,1796,333
29053200,"Propylene glycol (propane-1,2-diol)",Kg,20885,8033,1069
29053900,"Other diols, nes .",Kg,215,118,29
29054200,Pentaerythritol,Kg,2000,621,151
29054300,Mannitol,Kg,550,399,4
29054400,D-glucitol (sorbitol),Kg,186820,14305,2200
29054500,Glycerol,Kg,70669,17824,3479
29055900,"Other - halogenated, sulphonated, nitrated  +. derivative of acyclic alcohols nes",Kg,5,9,0
29061100,Menthol,Kg,3256,6884,1582
29062100,Benzyl alcohol,Kg,644,315,64
29071100,Phenol (hydroxybenzene) and its salts,Kg,112058,24950,5150
29071500,Naphthols and their salts,Kg,1,2,0
29071900,"Other monophenols, nes",Kg,99,81,15
29072200,Hydroquinone (quinol) and its salts,Kg,300,1185,12
29072900,"Other polyphenols, phenol-alcohols nes",Kg,1231,1427,302
29081100,Pantachlorophenol ( ISO) .,Kg,0,0,0
29081900,Other - Derivatives containing only haloge n substituents & their salts.,Kg,3,13,3
29089900,"Other - Sulphonated, nitrated or nitrosate d derivatives of phenols or phenol-alco",Kg,241,51,13
29091100,Diethyl ether .,Kg,6,4,1
29094100,"2,2-oxydiethanol (diethylene glycol, digol ).",Kg,9890,1398,277
29094300,Monobutyl ethers of ethylene glycol or of  diethylene glycol,Kg,800,306,74
29094400,"Other monoalkylethers of ethylene glycol o r of diethylene glycol, nes",Kg,60,16,4
29094900,"Other ether-alcohols and their halogenated   sulphonated, nitrated  derivativ",Kg,845,320,78
29095000,"Ether-phenols, ether-alcohol-phenols and h  logenated derivatives, nes",Kg,25,64,1
29096000,"Alcohol, ether and ketone peroxides and th  ir halogenated a derivatives, nes",Kg,1911,681,151
29121100,Methanal (formaldehyde),Kg,1062903,30204,6434
29121200,Ethanal (acetaldehyde),Kg,1,11,3
29122100,Benzaldehyde,Kg,1,0,0
29122900,"Other cyclic aldehydes, without oxygen fun  tion, nes",Kg,20,16,4
29141100,Acetone,Kg,3573,645,156
29141200,Butanone (methyl ethyl ketone),Kg,24,96,23
29141300,4-methylpentan-2-one (methyl isobutyl keto  e),Kg,18600,4171,859
29141900,"Other acyclic ketones, without oxygen func  ion, nes",Kg,902,223,53
29142900,"Cyclanic, cyclenic or cycloterpenic ketone   without oxygen function, nes",Kg,22104,19149,3272
29143900,Aromatic ketones without other oxygen func  ion (excl Phenylacetone).,Kg,2,5,1
29145000,Ketone-phenols and ketones with oxygen fun  tion,Kg,475,1159,262
29147100,Colorodecon (ISO),Kg,5,37,9
29147900,Other,Kg,330,370,90
29151100,Formic acid,Kg,14210,1991,484
29151200,Salts of formic acid  .,Kg,150,22,5
